source_input,Array/List(1/-1),metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.34860634157509157,0.13019945390664042,0.35416666666666663,0.0,0.625,0.3284317271767921,0.36878095597339106
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.3143768512189565,0.1072510764395562,0.3333333333333333,0.1428571428571428,0.5,0.2977581247493193,0.33099557768859367
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.04396186440677961,0.0220291316090702,0.0338983050847457,0.0,0.0847457627118644,0.040548415099526294,0.04737531371403293
data/results/algo2/gpt-5/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.043961864406779606,0.02161515918575539,0.0338983050847457,0.0169491525423728,0.1186440677966101,0.040612560791088825,0.04731116802247039
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.9366080866807611,0.009541713913161292,0.9408033826638478,0.9154334038054968,0.9503171247357294,0.9351295827921431,0.9380865905693792
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.9376321353065539,0.007623651869249998,0.937632135306554,0.912262156448203,0.9482029598308668,0.9364508382107974,0.9388134324023103
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.34569057879251786,0.1549082665100964,0.3333333333333333,0.0769230769230769,0.6923076923076923,0.32168729421506376,0.36969386336997195
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.32904014046506613,0.1422822343660058,0.32291666666666663,0.0714285714285714,0.6363636363636364,0.3069932798375175,0.35108700109261476
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.10637019230769225,0.04964997289555798,0.0961538461538461,0.0192307692307692,0.2692307692307692,0.09867684930202841,0.11406353531335608
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.0961538461538461,0.04524175361685935,0.0961538461538461,0.0192307692307692,0.2307692307692307,0.08914356380214372,0.10316412850554849
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,accuracy,160,0.9420657467532468,0.005877716751258288,0.9448051948051948,0.9285714285714286,0.9545454545454546,0.941154985106857,0.9429765083996366
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,accuracy,160,0.8848417207792207,0.22924053350830553,0.9448051948051948,0.0,0.9545454545454546,0.8493205321012194,0.9203629094572221
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,precision,160,0.703125,0.3013027125635995,0.75,0.0,1.0,0.6564376609924878,0.7498123390075122
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,precision,160,0.6953125,0.29384063643265446,0.75,0.0,1.0,0.6497814216682085,0.7408435783317915
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,recall,160,0.1184210526315789,0.0604863647779188,0.1052631578947368,0.0,0.2631578947368421,0.1090485933075605,0.1277935119555973
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,recall,160,0.131578947368421,0.06599603454941037,0.131578947368421,0.0,0.2631578947368421,0.12135275586837124,0.14180513886847074
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,accuracy,160,0.5066445182724253,0.44822397756956917,0.8986710963455149,0.0,0.9053156146179402,0.4371914933924423,0.5760975431524082
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.534312707641196,0.443359280645232,0.8978405315614617,0.0,0.9053156146179402,0.46561347535917175,0.6030119399232202
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.10208333333333333,0.24227224782975768,0.0,0.0,1.0,0.06454285960078317,0.1396238070658835
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.11302083333333332,0.2542007099928451,0.0,0.0,1.0,0.0736320252392769,0.15240964142738975
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.006355932203389819,0.015177649472445506,0.0,0.0,0.0677966101694915,0.0040041310522213585,0.008707733354558279
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.00582627118644066,0.01092772161797151,0.0,0.0,0.0338983050847457,0.004133003178937192,0.007519539193944128
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.44235597251585623,0.4724030209962969,0.0,0.0,0.9460887949260042,0.3691563660411167,0.5155555789905958
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.4381606765327695,0.4685434767265471,0.0,0.0,0.9460887949260042,0.36555911263854035,0.5107622404269987
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.10319940476190477,0.17826479550834318,0.0,0.0,0.6,0.07557698852080938,0.13082182100300016
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.10420386904761905,0.23387869085555044,0.0,0.0,1.0,0.0679639904428043,0.1404437476524338
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.007812499999999988,0.01435488232391464,0.0,0.0,0.0576923076923076,0.005588187939324188,0.010036812060675786
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.015624999999999991,0.05735620124143294,0.0,0.0,0.3269230769230769,0.0067375645409626355,0.02451243545903735
