source_input,Convergence,metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.28496488314207113,0.12186779291977907,0.26969696969696966,0.0769230769230769,0.5714285714285714,0.2660812729889032,0.30384849329523905
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.09134615384615379,0.03947621408577126,0.0961538461538461,0.0192307692307692,0.1923076923076923,0.0852292511004923,0.09746305659181527
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.11117788461538455,0.052992396875095917,0.0961538461538461,0.0192307692307692,0.2692307692307692,0.10296662764833682,0.11938914158243229
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,accuracy,160,0.942877435064935,0.006557481907772683,0.9415584415584416,0.935064935064935,0.9545454545454546,0.9418613427162835,0.9438935274135866
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,accuracy,160,0.8840300324675324,0.2290152021739105,0.9448051948051948,0.0,0.9512987012987012,0.8485437592415308,0.919516305693534
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,precision,160,0.6578125,0.2630581442650104,0.6,0.3333333333333333,1.0,0.617051218246205,0.698573781753795
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,precision,160,0.740625,0.3232742576086517,0.9,0.0,1.0,0.6905331348157755,0.7907168651842245
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,recall,160,0.13815789473684206,0.06826682896241967,0.1578947368421052,0.0526315789473684,0.2631578947368421,0.1275798399970807,0.14873594947660343
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,recall,160,0.11184210526315785,0.055609247154905346,0.1052631578947368,0.0,0.2105263157894736,0.10322536314429763,0.12045884738201808
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,accuracy,160,0.22503114617940198,0.3909898975121816,0.0,0.0,0.903654485049834,0.16444663388494146,0.2856156584738625
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.8159260797342192,0.2632638768247019,0.9003322259136213,0.0,0.9053156146179402,0.7751329193900275,0.8567192400784108
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.020833333333333332,0.11635928359656364,0.0,0.0,0.6666666666666666,0.0028032755428734346,0.03886339112379323
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.19427083333333334,0.3077331223896013,0.0,0.0,1.0,0.14658709200023495,0.24195457466643172
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.0010593220338983031,0.005916573742198139,0.0,0.0,0.0338983050847457,0.00014253943438339504,0.001976104633413211
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.011122881355932175,0.01624670312258471,0.0,0.0,0.0677966101694915,0.008605428625471239,0.013640334086393112
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.4128237315010571,0.4695682313823485,0.0,0.0,0.945031712473573,0.34006338022782345,0.48558408277429077
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.4676929175475687,0.4697843700428554,0.40169133192389006,0.0,0.9460887949260042,0.39489907524191165,0.5404867598532257
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.06361607142857142,0.1550642499879005,0.0,0.0,0.5,0.039588616960823796,0.08764352589631905
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.14378720238095238,0.24330895642310243,0.0,0.0,1.0,0.10608608898758512,0.18148831577431965
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.0048076923076923,0.01181336763142212,0.0,0.0,0.0384615384615384,0.0029771920286343822,0.006638192586750218
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.018629807692307678,0.05736570490633616,0.0,0.0,0.3269230769230769,0.009740899625136875,0.02751871575947848
