source_input,Example,metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.3089367729041338,0.13602924669446934,0.2679487179487179,0.0769230769230769,0.6363636363636364,0.2878588227545126,0.330014723053755
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.11418269230769225,0.05705124807704885,0.1153846153846153,0.0192307692307692,0.2692307692307692,0.10534250983103224,0.12302287478435225
data/results/algo2/gpt-5/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.0883413461538461,0.03120286441829766,0.0961538461538461,0.0192307692307692,0.1538461538461538,0.08350641222076707,0.09317628008692513
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,accuracy,160,0.9158887987012987,0.16509212513102292,0.9448051948051948,0.0,0.9545454545454546,0.8903075088818925,0.9414700885207049
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,accuracy,160,0.9110186688311689,0.16421333177819025,0.9399350649350651,0.0,0.948051948051948,0.8855735494525534,0.9364637882097844
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,precision,160,0.7864583333333333,0.25511666464309296,0.8,0.0,1.0,0.7469275965957948,0.8259890700708717
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,precision,160,0.6119791666666667,0.31105404467823883,0.55,0.0,1.0,0.5637808430937071,0.6601774902396264
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,-1,recall,160,0.1529605263157894,0.06241337487174431,0.1578947368421052,0.0,0.2631578947368421,0.14328947368421047,0.16263157894736835
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg1_sg2.csv,1,recall,160,0.09703947368421048,0.05130634615492766,0.1052631578947368,0.0,0.2105263157894736,0.08908947298295139,0.10498947438546957
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,accuracy,160,0.5626557308970099,0.43720668618694014,0.8978405315614617,0.0,0.9053156146179402,0.49490985300335477,0.6304016087906651
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.47830149501661134,0.45069665658578295,0.9003322259136213,0.0,0.9003322259136213,0.4084653245535551,0.5481376654796676
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.17135416666666664,0.3187379675316254,0.0,0.0,1.0,0.12196520691220272,0.22074312642113056
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.04375,0.1165655446753059,0.0,0.0,0.4,0.025687981724268127,0.061812018275731864
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,-1,recall,160,0.009533898305084724,0.016428139625695323,0.0,0.0,0.0677966101694915,0.006988331697198025,0.012079464912971422
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg2_sg3.csv,1,recall,160,0.002648305084745753,0.007495247485921743,0.0,0.0,0.0338983050847457,0.0014869044543197399,0.0038097057151717665
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,accuracy,160,0.7920850951374206,0.34280483284179447,0.9439746300211416,0.0,0.9460887949260042,0.7389669359674459,0.8452032543073954
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,accuracy,160,0.08843155391120508,0.27580816833357114,0.0,0.0,0.9439746300211416,0.0456946354597577,0.13116847236265244
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,precision,160,0.18136160714285715,0.2599954584664177,0.0,0.0,1.0,0.14107489347023133,0.22164832081548297
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,precision,160,0.026041666666666668,0.08211238697686506,0.0,0.0,0.3333333333333333,0.013318220485624643,0.03876511284770869
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,-1,recall,160,0.021634615384615367,0.057419529295658606,0.0,0.0,0.3269230769230769,0.012737367141912162,0.03053186362731857
data/results/algo2/openai-gpt-4o/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.0018028846153846124,0.005622995468566738,0.0,0.0,0.0192307692307692,0.000931592440664258,0.002674176790104967
