source_input,Tag/Adjacency(1/-1),metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo2/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,recall,160,0.09975961538461534,0.08579106646793581,0.0769230769230769,0.0384615384615384,0.3653846153846153,0.08646615191087022,0.11305307885836045
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,-1,accuracy,160,0.8764204545454545,0.22707418531139548,0.935064935064935,0.0,0.9415584415584416,0.8412349449983076,0.9116059640926013
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,1,accuracy,160,0.9358766233766234,0.0036413776239743456,0.9366883116883118,0.9253246753246752,0.9415584415584416,0.9353123860681093,0.9364408606851374
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,-1,precision,160,0.37328079906204903,0.173485643391861,0.41428571428571426,0.0,0.6,0.34639892011360607,0.400162678010492
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,1,precision,160,0.3871031746031746,0.17940997528973093,0.4722222222222222,0.0,0.5714285714285714,0.35930331091654083,0.4149030382898084
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,-1,recall,160,0.11348684210526312,0.06744442785966774,0.1052631578947368,0.0,0.2631578947368421,0.10303621973661332,0.12393746447391292
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,1,recall,160,0.1266447368421052,0.07450174804563134,0.1578947368421052,0.0,0.2105263157894736,0.11510057138118374,0.13818890230302666
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,-1,accuracy,160,0.9006955980066446,0.0026912367435782234,0.9003322259136213,0.8920265780730897,0.9053156146179402,0.9002785865528549,0.9011126094604343
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,1,accuracy,160,0.9008513289036545,0.0030452854859288176,0.9019933554817277,0.8903654485049833,0.9053156146179402,0.9003794570288661,0.9013232007784429
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,-1,precision,160,0.43442851921470343,0.13918784673994813,0.4444444444444444,0.0,0.75,0.4128611389173822,0.4559958995120247
data/results/algo2/gemini-2.0-flash-exp/evaluated/metrics_sg2_sg3.csv,1,precision,160,0.4573317307692307,0.14688510313820172,0.5,0.0,0.75,0.434571648236223,0.48009181330223843
